title,url,collection,description,servings,total_time_min,ingredients,method,tags,ratingValue,ratingCount
5-ingredient curry,https://www.bbc.co.uk/food/recipes/5-ingredient_curry_75673,https://www.bbc.co.uk/food/collections/quick_curries,This super quick and budget-friendly store cupboard veggie curry is great for weeknight dinners or meal prep as it keeps in the freezer for up to 3 months!,Serves 4–6,60,"750g/1lb 10oz cannellini beans (from tins or a jar), drained (see recipe tips) || 3 tbsp curry paste || 400g tin chopped tomatoes || 5 blocks frozen spinach (about 200g/7oz) || ½–1x 400ml tin coconut milk (depending on how creamy you’d like it to be) || rice or chapati, to serve || yoghurt, to serve || salt and freshly ground black pepper","Tip the beans, curry paste, chopped tomatoes, spinach and coconut milk into a medium sized pan over a medium heat. Stir everything together well. || Bring to a gentle simmer then reduce heat and let cook away for 10 minutes, until the spinach is fully defrosted and the sauce is slightly thickened. || Taste and season with salt and pepper if needed (it will vary depending on the curry paste used). Serve with rice or chapati and yoghurt.",quick | 10 easiest curry | veggie curry feast | 5 ingredient meals | budget curry | cheap 15-minute meals for two | easy curry | fast food for busy nights | new recipes | quick curry | student food | vegetable curry | cannellini beans | egg free | healthy | nut free | pregnancy friendly | vegetarian | Main course | Indian | http://schema.org/LowCalorieDiet | http://schema.org/VegetarianDiet,4.5,10
Air fryer chicken tikka masala,https://www.bbc.co.uk/food/recipes/air_fryer_chicken_tikka_56360,https://www.bbc.co.uk/food/collections/quick_curries,"Easy, creamy tikka masala, ready in less than 30 minutes. Air fryers are brilliant at getting the tikka chicken spot on: succulent with lovely charred edges. The sauce is very generous, so see the recipe tips for making it go further. 

This recipe is part of an <a href=""https://www.bbc.co.uk/food/articles/air_fryer_meal_plan_one"">air fryer meal plan for one</a>.

Each serving provides 928 kcal, 52.7g protein, 9.4g carbohydrate (of which 7g sugars), 75.2g fat (of which 38.4g saturates), 1.8g fibre and 0.53g salt.",Serves 1,60,"1 chicken breast, boneless and skinless (around 150–175g/5½–6oz) || 1 tbsp tikka paste (from a jar) || 2 tbsp full-fat Greek-style yoghurt || 1 tsp sunflower oil, for greasing || 20g/¾oz butter || 1 tbsp sunflower oil || 2 large garlic cloves, finely grated || 10g fresh root ginger, peeled and finely grated || 1 tbsp tikka paste (from a jar) || 1 tbsp tomato purée || 2 large pinches ground turmeric (optional) || 75ml/5 tbsp double cream, plus extra for drizzling || salt and freshly ground black pepper || freshly cooked rice || fresh coriander || lemon or lime wedges","Cut the chicken breast into nine or 10 similar-sized chunks. Transfer to a large bowl with the tikka pasta and yoghurt, then mix well. || If necessary, preheat your air fryer at 200C for 3 minutes, or until it reaches temperature. Brush the crisper plate generously with the oil to help prevent the chicken sticking. || Arrange the chicken pieces on the crisper plate, leaving space between them for the air to flow. Cook at 200C for 6–8 minutes (turning after 5 minutes), or until thoroughly cooked and lightly charred in places. || While the chicken is cooking, make the sauce. Melt the butter with the oil in a small frying pan over a very low heat. Add the garlic and ginger and cook for about 30 seconds, or until softened but not coloured, stirring constantly. Add the tikka paste, tomato purée and turmeric, if using, then cook for 15–20 seconds more, stirring. Do not allow the ginger and garlic to burn. || Pour the cream and 4 tablespoons cold water into the pan and bring to a simmer. Season with a little salt and pepper and cook for 1 minute, stirring. Add the cooked chicken to the sauce, return to a simmer and cook for 1–2 minutes more, stirring regularly. || Serve the curry drizzled with a little extra cream, lime or lemon wedges for squeezing over and freshly cooked rice tossed with chopped coriander.",quick | air fryer chicken | air fryer comfort food | air fryer fakeaways | air fryer meal plan for 1 | air fryer | chicken curry | easy chicken curry | mild chicken curry | quick curry | speedy fakeaway | chicken breast | egg free | nut free | Main course,4,7
Easy butter chicken,https://www.bbc.co.uk/food/recipes/butter_chicken_01541,https://www.bbc.co.uk/food/collections/quick_curries,"Romy Gill's easy butter chicken recipe is nut-free, perfect for two and quick to make. It's topped with fragrant cardamom and fenugreek. Serve with steamed rice or naan bread.",Serves 2,60,"3–4 boneless, skinless chicken thighs, trimmed and cut into 2cm/¾in chunks || 6 green cardamom pods || pinch dried fenugreek leaves || 1 tbsp fresh lemon juice || 1 tsp sunflower oil || 1 tsp garam masala || ½ tsp ground cumin || ½ tsp ground coriander || ½ tsp paprika (not smoked) || ½ tsp flaked sea salt || ¼ dried flaked chillies || 2 tbsp butter || 2 garlic cloves, finely grated || 15g/½oz fresh root ginger, finely grated || ½ tsp garam masala || ½ tsp ground cumin || ½ tsp ground coriander || ½ tsp ground turmeric || 1 tsp dried fenugreek leaves || pinch dried chilli flakes || 1 tbsp caster sugar || 1½ tbsp tomato purée || 100ml/3½fl oz double cream || pinch flaked sea salt","Preheat the oven to 220C/200C Fan/Gas 7. || Mix all the marinade ingredients in a small ovenproof dish (ideally cast iron) or a small roasting tin. Add the chicken and coat thoroughly in the marinade. Roast for 10 minutes. (See the Recipe Tips, below, for air fryer instructions.) || While the chicken is cooking, make the sauce. Heat the butter in a medium non-stick frying pan. Cook the garlic and ginger over a low heat for 1–2 minutes, or until softened but not coloured, stirring constantly. Add the garam masala, cumin, coriander and turmeric and cook for 30 seconds, stirring. || Sprinkle over the fenugreek and chilli flakes and cook for a few seconds more, then add the caster sugar and tomato purée. Cook for 2 minutes, stirring constantly. || Add 6 tablespoons cold water and the cream and bring to a simmer. Season with salt, to taste. || Stir the chicken into the creamy sauce. Return to the oven for a further 10 minutes, or until the chicken is tender and the sauce is bubbling. || Just before the chicken is done, roughly bash the cardamom pods in a pestle and mortar and remove the husks. Grind the seeds to a powder. Sprinkle the ground cardamom and remaining fenugreek over the butter chicken just before serving.",quick | classic curry | best curry | chicken curry | best chicken | cooking from scratch: curries | creamy curries | easy chicken curry | easy chicken | easy curry | easy dinners | easy father’s day | easy impressive dinners | food for giving | gluten-free family favourites | mild chicken curry | quick curry | quick dinner | takeaway favourites | easy family dinners | father's day | spring recipes | student food | valentine's day | chicken thigh | egg free | gluten free | nut free | pregnancy friendly | Ready Steady Cook | Main course | Indian | http://schema.org/GlutenFreeDiet,4.582278481012659,158
Quick chicken korma,https://www.bbc.co.uk/food/recipes/chicken_korma_09900,https://www.bbc.co.uk/food/collections/quick_curries,Griddling the chicken before adding it to the sauce gives this simple chicken korma an irresistible smokiness. Leave the curry to stand for 30 minutes before reheating if you have time – it helps the aromatic flavours develop.,Serves 2,90,"4 boneless, skinless chicken thighs, trimmed of excess fat and quartered || ½ tsp ground turmeric || 1 tbsp lime or lemon juice || 2 tsp rapeseed or sunflower oil || ½ tsp fine sea salt || 2 tbsp sunflower oil or 1 tbsp ghee || 1 tsp cumin seeds || 1 medium onion, very finely chopped || 4 garlic cloves, finely chopped || 2 tsp finely grated fresh root ginger || ½ x 400g can chopped tomatoes, blended until smooth (alternatively use passata) || 1 tsp tomato purée || 1 tsp ground turmeric || 1 heaped tsp garam masala || ¼ tsp hot chilli powder || 75g/2¾oz ground almonds || 300ml/½ pint full-fat milk || ½ tsp coarsely ground black pepper || freshly cooked rice and fresh coriander, to serve","Put the chicken thighs in a bowl with the turmeric, lime or lemon juice, oil and salt. Toss together well and set aside for 10 minutes. || To make the sauce, heat the oil or ghee in a saucepan and add the cumin seeds. Once they start to sizzle, add the chopped onion, garlic and ginger and cook gently for 5–6 minutes over a low heat, or until well softened, stirring regularly. || Tip the tomatoes and tomato purée into the pan and cook for another 2 minutes, stirring. Next, stir in the turmeric, garam masala, chilli powder, black pepper and a teaspoon of salt. Add the ground almonds and milk and cook on a low heat for 10 minutes, or until thickened, stirring regularly. || While the sauce is cooking, heat a griddle pan or heavy-based frying pan. Cook the chicken pieces for 8–10 minutes, or until lightly browned and cooked through, turning occasionally. || Add the chicken to the sauce, cover loosely and simmer gently together for 5–6 minutes, stirring regularly. It’s important to cover the pan as the sauce will splatter a little as it cooks. If it becomes too thick, add a splash of water.  If you have time, leave the curry to stand for 30 minutes before serving, then reheat gently. Serve with rice on the side and fresh coriander scattered over.",classic curry | affordable 30-minute meals for two | budget | chicken curry | creamy curries | easy chicken curry | mild chicken curry | quick chicken | quick curry | quick dinner | stovetop suppers | takeaway favourites | tinned tomato | easy family dinners | student food | valentine's day | winter | chicken thigh | egg free | gluten free | pregnancy friendly | Ready Steady Cook | Main course | http://schema.org/GlutenFreeDiet,4.46,50
Easy chicken saag,https://www.bbc.co.uk/food/recipes/chicken_saag_00975,https://www.bbc.co.uk/food/collections/quick_curries,"This comforting chicken curry only needs a handful of ingredients to become something delicious! Serve with small portions of rice, naan bread or roti. 

Each serving provides 211 kcal, 33g protein, 5g carbohydrates (of which 3g sugars), 6g fat (of which 1g saturates), 2.5g fibre and 0.9g salt.",Serves 4,60,"1½ tbsp sunflower or vegetable oil || 1 large onion, finely chopped || 25g/1oz piece fresh root ginger, peeled and finely chopped || 3 garlic cloves, finely chopped || 2 heaped tsp medium curry powder || ¼ tsp dried chilli flakes (optional) || 250/9oz young spinach leaves || ½ tsp fine sea salt || 3–4 boneless, skinless chicken breasts (around 500g/1lb 2oz), cut into roughly 2.5cm/1in chunks || 2–3 tsp fresh lemon juice || salt and freshly ground black pepper","Heat 1 tablespoon of the oil in large non-stick saucepan over a medium heat. Add the onion, ginger and garlic, cover with a lid and fry for 8–10 minutes or until softened, stirring occasionally. || Remove the lid, increase the heat a little and cook for 2–3 minutes more, or until the onions are lightly browned. Stir in the curry powder and chilli flakes (if using) and fry for 1 minute, stirring constantly. || Add the spinach, a handful at a time, and sprinkle with the salt. Pour over 150ml/¼ pint cold water and cook for 5 minutes, stirring regularly. Remove from the heat and blitz with a stick-blender until almost smooth. Set aside. || Heat the remaining half tablespoon of oil in a large non-stick frying pan. Season the chicken with a little salt and freshly ground black pepper and fry for 5–6 minutes over a medium-high heat, turning regularly until lightly browned in places. || Pour the spinach sauce into the pan and bring to a simmer. Cook for 3–4 minutes, or until the chicken is cooked through, adding an extra splash of water if needed. || Season with a little lemon juice and extra salt and pepper, to taste. Serve.",quick | classic curry | chicken curry | easy chicken curry | easy chicken | easy curry | fakeaway | healthy chicken | healthy curry | healthy winter food | low-calorie comfort food | mild chicken curry | quick chicken family dinners | quick curry | easy family dinners | chicken breast | dairy free | egg free | gluten free | nut free | pregnancy friendly | Main course | Indian | http://schema.org/LowLactoseDiet | http://schema.org/GlutenFreeDiet,4.54054054054054,37
Caprese salad,https://www.bbc.co.uk/food/recipes/caprese_salad_33659,https://www.bbc.co.uk/food/collections/quick_italian,"Nectarines add a fruity twist to the classic combo of tomato, mozzarella and basil. Sometimes known as Caprese salad, it’s named after the Italian island of Capri. 

For this recipe you will need a blender.",Serves 4,30,"250g/9oz ripe tomatoes || 2 large ripe nectarines, about 270g/9½oz, halved, stones removed || 50g/1¾oz basil || 80g/2¾oz extra virgin olive oil || 2 balls mozzarella || sea salt and freshly ground black pepper (optional)","Chop the tomatoes into medium–large pieces, and chop the nectarines into similar sized pieces. Place the tomatoes and nectarines in a colander with a large pinch of sea salt, stir to combine, then leave to drain for 5 minutes. || Take the basil leaves off the stalks and reserve some small leaves to garnish. Put 40g/1½oz of the basil in a blender with the olive oil and blitz until just combined. Strain through a fine sieve over a bowl and set aside. || Put the tomatoes and nectarines in a salad bowl. || Chop the mozzarella into about 8 pieces (similar in size to the tomatoes) and add to the salad bowl. || Tear or chop the reserved basil leaves over the salad and gently turn the salad to combine. || To serve, drizzle with the basil oil and, if you like, finish with a little salt and pepper.",quick | best salad | barbecue salads | barbecue side dish | classic salad | continental classics | easy summer buffet | epic summer salads | fresh tomato | fruity salads | quick italian | no-cook salads | simple salads | summery vegetarian salads | summer tomato | wimbledon feasts | barbecue | summer dinner | summer party | salad | tomato | egg free | gluten free | nut free | vegetarian | summer | autumn | Light meals & snacks | http://schema.org/GlutenFreeDiet | http://schema.org/VegetarianDiet,3.2222222222222223,9
Chicken Marsala,https://www.bbc.co.uk/food/recipes/chicken_with_marsala_60943,https://www.bbc.co.uk/food/collections/quick_italian,A dash of Marsala wine gives this simple chicken recipe a flavour twist. Serve with sautéed potatoes.,Serves 4,60,"4 chicken breasts, skin removed || 40g/1½oz plain flour || 50g/1¾oz butter || 2 tbsp olive oil || 2 shallots, finely chopped || 1 garlic clove, finely chopped || 160g/5¾oz chestnut mushrooms, sliced || 250ml/9fl oz dry Marsala || 150ml/5fl oz chicken stock || small handful chopped flatleaf parsley || salt and freshly ground black pepper","Put the chicken breasts between sheets of cling film and beat, using a meat mallet or rolling pin, until about 5mm thick. Season with salt and pepper on both sides. || Put the flour on a plate and dip the chicken in it to coat lightly, shaking off any excess. || Melt half the butter and oil in a frying pan over medium-high heat and fry the chicken for 2–3 minutes on each side until golden-brown. Set aside. || Wipe the pan with kitchen paper. Heat the remaining butter and oil over a medium heat and gently fry the shallot and garlic for about 5 minutes until softened. Add the mushrooms and cook for 2 minutes. Add the Marsala and increase the heat to high. Cook until the liquid has reduced in volume by about half. Turn the heat back down to medium, add the stock and chicken. Cook for about 10 minutes. Serve sprinkled with parsley.",quick | 30 minute dinners | comforting chicken | continental classics | italian comfort food | luxury weeknight meals | quick chicken family dinners | quick italian | recipes to impress | chicken stew | chicken breast | Marsala wine | egg free | nut free | Rick Stein's Long Weekends | Main course | Italian,4.7254901960784315,51
Ciabatta tricolore,https://www.bbc.co.uk/food/recipes/ciabatta_tricolore_16750,https://www.bbc.co.uk/food/collections/quick_italian,"Like a pizza, this is an easy lunch to make, featuring toasted ciabatta slices topped with fresh Mediterranean flavours. The tricolore are the three colours of the avocado, tomato and mozzarella.",Serves 6,40,"1 large ciabatta loaf || 4 heaped tbsp sun-dried tomato purée || 3 tbsp full-fat cream cheese || 1 garlic clove, crushed || 2 tbsp freshly chopped basil, plus extra to garnish || 4 large tomatoes, sliced || 1 large avocado, peeled and thinly sliced || 150g/5½oz mozzarella, diced || balsamic glaze, to drizzle || salt and freshly ground black pepper","Preheat the grill to high. Slice the ciabatta in half lengthways through the middle. Place the slices, cut side up, on a flat baking tray. Toast under the grill for about 3–4 minutes, until lightly brown and crisp on the outside. || Mix the sun-dried tomato paste with the cream cheese, garlic and basil in a bowl. Spread this mixture on the toasted side of the bread. || Neatly arrange piles of tomato and avocado slices on top of the cream cheese mixture, then scatter over the diced mozzarella. Season well with salt and freshly ground black pepper and return them to the grill for about 5 minutes, or until the cheese has melted and is tinged brown. || Place the slices on a serving board, sprinkle with the extra basil and drizzle with the balsamic glaze. Cut each slice into three and serve at once with a green salad, if you like.",quick | easy summer buffet | eurovision party ideas | working from home lunch ideas | quick and cheap dinners | quick dinners on toast | quick italian | summer dinners on toast | lunch | picnic | summer dinner | bruschetta | ciabatta | avocado | vegetarian | Mary Makes It Easy | Light meals & snacks | Italian | http://schema.org/VegetarianDiet,3.5555555555555554,9
Crab linguine,https://www.bbc.co.uk/food/recipes/crab_linguine_22025,https://www.bbc.co.uk/food/collections/quick_italian,You can use fresh crab or pre-prepared crabmeat for this deliciously simple crab linguine recipe.,Serves 4,60,"1 x 900g/2lb cooked brown crab, 350g/12oz fresh crabmeat || 315g/11oz linguine || 25g/1oz sea salt || 55ml/2fl oz olive oil || 1 garlic clove, finely chopped || 4 spring onions, finely chopped || ½ tsp finely chopped red chilli || 275g/10oz picked fresh white crabmeat || 25ml/1fl oz dry white wine || 1 tbsp chopped fresh flat leaf parsley || 1 tbsp chopped fresh basil || salt and freshly ground black pepper","For the brown crab, first remove the legs by twisting them off where they meet the body. Remove the claws by pulling them off from the body. Separate the crab body from the central part of the crab by placing the crab on its back (hard shell-side down). Put your hands under the edge of the crab and push upwards until you hear it break. You may need to use a heavy knife to help you lever the crab apart. || Remove all ten of the spongy 'dead men's fingers' and discard. Drain any excess water from the shell of the crab and remove the stomach sac and hard membranes inside the shell.Use a spoon to remove the brown meat from the shell and place into a bowl (it can be used in another recipe). || Crack the two large front claws and pick out the white meat. Place all of the white meat on a metal tray and check thoroughly for any pieces of shell. Cover and chill in the fridge until needed. || For the pasta, bring a large pan of salted water to the boil, add the sea salt and cook the linguine for 7–8 minutes, or according to packet instructions, until al dente. || Meanwhile, for the sauce, heat the olive oil in a large, deep frying pan and add the garlic, spring onions and chilli. Gently fry for about 1-2 minutes, or until softened but not coloured. Stir in the crabmeat and cook for another minute, or until heated through. || Add the wine to the pan and cook until most of the alcohol has evaporated. || Drain the linguine, reserving a few tablespoons of the pasta water. Add to the pan with the crabmeat and stir in the parsley and basil. Mix together to coat evenly, adding a splash of reserved pasta water if the mixture is too dry. Season to taste with salt and freshly ground black pepper and serve.",quick | quick italian | seafood pasta | pasta party dinners | spring recipes | summer dinner | seafood | crab | linguine | dairy free | nut free | spring | summer | autumn | Great British Food Revival | Main course | Italian | http://schema.org/LowLactoseDiet,4.9375,16
Creamy lemon veg pasta,https://www.bbc.co.uk/food/recipes/creamy_lemon_veg_pasta_56457,https://www.bbc.co.uk/food/collections/quick_italian,"A delicious way to eat your greens! This quick, creamy pasta dish includes chilli flakes and lemon zest to wake up your taste buds.

Each serving provides 571 kcal, 20g protein, 65g carbohydrate (of which 7g sugars), 23g fat (of which 10g saturates), 11g fibre and 0.6g salt.",Serves 2,60,"175g/6oz dried pasta, such as orecchiette, casarecce or penne || 1 tbsp olive oil || 1 shallot, finely chopped || 2 garlic cloves, grated || pinch dried chilli flakes || 1 tsp vegetable stock, or ½ vegetable stock cube, crumbled || 150g/5½oz cavolo nero, stems removed and leaves roughly chopped || 150g/5½oz spring greens, stems removed and leaves roughly chopped || 50g/1¾oz crème fraîche || 1 lemon, finely grated zest || 20g/¾oz Parmesan (or alternative vegetarian hard cheese), finely grated || salt","Bring a large pan of salted water to the boil, add the pasta and cook according to the packet instructions. || Meanwhile, heat the oil in a large, deep frying pan over a medium heat, add the shallot, garlic and chilli flakes and fry for 2 minutes. Add the vegetable stock, fry for a minute, then add a ladleful of the pasta cooking water. Add the greens and cook for 4–5 minutes, stirring regularly, until wilted. Add another ladleful of the pasta cooking water and continue cooking for a couple of minutes. || Drain the pasta, reserving the cooking water, then add the pasta to the pan with the greens. Turn the heat up to high and cook for a minute, stirring constantly, and adding a little of the reserved pasta water to make a silky sauce. || Remove from the heat and stir in the crème fraîche and lemon zest. Spoon the pasta into bowls, top with the grated cheese and serve.",quick | 10 ingredients or less | 15 minute vegetarian meals | creamy pasta | dinner for two | easy | healthy meals for two | easy pasta | healthy all year | healthy pasta | healthy weeknight dinners | light dinner ideas | pasta sauce without tinned tomatoes | quick italian | pasta party dinners | summery italian | summer pasta | vegetarian pasta | healthy summer | lunch | spring recipes | student food | valentine's day | pasta | cavolo nero | spring greens | healthy | vegetarian | winter | autumn | Main course | http://schema.org/LowCalorieDiet | http://schema.org/VegetarianDiet,4.466666666666667,15
Crab and leek tart,https://www.bbc.co.uk/food/recipes/british_crab_and_leek_40568,https://www.bbc.co.uk/food/collections/8_quality_quiches,Crab is the quintessential taste of the British shoreline and partners perfectly with leek in this tempting tart recipe.,Serves 6-8,90,"100g/3½oz plain flour, plus extra for rolling || 100g/3½oz wholemeal flour || 125g/4oz cold butter, cubed || 1 free-range egg, beaten || knob of butter || 2 medium leeks, trimmed, sliced thinly || 50g/2oz butter || 300ml half-fat crème fraîche || 3 free-range eggs, beaten || 100g/3½oz fresh brown crab meat || pinch sea salt flakes || 100g/3½oz fresh white crab meat || 50g/2oz mature cheddar, finely grated || freshly ground black pepper","Preheat the oven to 200C/400F/Gas 6. || For the pastry, pulse the flours and butter in a food processor until the mixture resembles fine breadcrumbs. With the motor running, add the egg in a thin stream and blend until the mixture begins to form a ball. || Roll the pastry into a circle on a floured work surface and use it to line a 23cm/9in loose-based fluted tart tin. Press the pastry with your fingertips firmly into the base and sides. Trim any excess pastry and lightly prick the base of the tart using a fork. Chill in the fridge for 30 minutes. || Line the pastry with a large sheet of crumpled baking parchment and half fill with baking beans. Bake the tart case for 25 minutes. Remove the beans and return the tart to the oven for a further 5-10 minutes or until the surface is dry and beginning to brown. Remove from the oven and reduce the oven to 180C/350F/Gas 4. || For the filling, melt the butter in a large heavy-based frying pan over a low heat. Add the leeks and fry gently for 2-3 minutes, stirring until just softened. Remove from the heat and set aside. || Put the eggs in a large jug and beat lightly with a whisk. Stir in the crème fraîche, season with salt and freshly ground black pepper. Beat together with a wooden spoon until thoroughly combined. Stir in the brown crab meat. || Scatter the leeks over the pastry case and dot the white crab meat around them. Pour over the crème friache mixture and sprinkle with the cheese.  Cook on the baking tray for 25 minutes, or until the filling is golden-brown and just set. (It should still wobble a tiny bit in the centre as it will continue to set as it cools.) || Remove the quiche from the oven and leave to cool in the tin for 15 minutes before removing.",best quiches | quality quiches | savoury tarts | boxing day | mother's day | picnic | spring recipes | st david's day | summer dinner | summer party | quiche | leek | crab | nut free | pregnancy friendly | spring | summer | autumn | Hairy Bikers' Best of British | Main course | British,4.875,8
Celebration celeriac and sweet garlic pie,https://www.bbc.co.uk/food/recipes/celebration_celeriac_and_33665,https://www.bbc.co.uk/food/collections/8_quality_quiches,"Anna Jones' amazing garlicky pie is a perfect winter centrepiece for Sunday lunch, and is even special enough for Christmas.",Serves 8–10,180,"250g/9oz plain spelt flour, plus extra for dusting || 125g/4½oz cold unsalted butter, cubed || ½ tsp fine sea salt || few sprigs each fresh rosemary, thyme and sage, leaves picked and finely chopped || 1 unwaxed lemon, finely grated zest only || 25g/1oz cheddar, grated || 1 free-range egg yolk || 3 heads garlic, cloves separated and peeled || olive oil || 1 tsp balsamic vinegar || 1 tbsp runny honey || 2 sprigs each fresh rosemary, thyme and sage, leaves picked and finely chopped, plus extra to garnish || 1kg/2lb 4oz celeriac, peeled, 300g/10½oz reserved, the rest cut into 2cm/¾in pieces || 220g/8oz Lancashire cheese or cheddar, crumbled || 150g/5½oz crème fraîche || ½ lemon, juice only || 1 tbsp wholegrain mustard || small bunch fresh parsley, chopped || dash vegetarian Worcestershire sauce || 2 free-range eggs, beaten || salt and freshly ground black pepper","To make the pastry, put the flour in a mixing bowl. Add the butter and salt and rub gently with your fingertips until the mixture resembles fine breadcrumbs. Stir through the herbs, lemon zest and cheddar. || Beat the egg yolk with 1 tablespoon of cold water in a bowl. Add to the flour mixture and combine until it forms a dough, adding more cold water if needed. Wrap in cling film and place in the fridge while you make the filling. || To make the filling, put the garlic in a saucepan, cover with cold water and bring to a gentle simmer. Cook for 2–3 minutes, then drain. || Wipe the saucepan dry. Add the garlic and 1 tablespoon of olive oil and fry over a high heat for 2 minutes. Add the vinegar and 100ml/3½fl oz water, bring to the boil and simmer gently for 10 minutes. || Add the honey, most of the rosemary and thyme (reserving the rest, with the sage) and a good pinch of salt. Cook over a medium heat for 5 minutes, or until most of the liquid has evaporated and the garlic is coated in a dark syrup. || Meanwhile, put the celeriac in a saucepan, cover with freshly boiled water and boil for 7–10 minutes, or until soft and slightly translucent. Drain and tip into a big mixing bowl. || Add the cheeses, crème fraiche, lemon juice, mustard, parsley, Worcestershire sauce and eggs. Add a good pinch of salt and grind of pepper and gently fold in the garlic. || Preheat the oven to 200C/180C Fan/Gas 6. || Sprinkle flour onto a clean work surface and roll out the pastry to 3-4mm thick. Line a 20cm/8in round cake tin with the pastry, ensuring a little spills over the edges. Pour the filling into the pastry case. Coarsely grate the reserved celeriac and pile it on top. Finish with the reserved rosemary, thyme, sage and a drizzle of olive oil. || Bake for 45 minutes, or until the tart filling has set and the top is golden brown. Leave to cool a little, then take it out of the tin. Serve warm with a few herbs sprinkled over.",best vegetarian sunday lunch | quality quiches | vegetarian easter | christmas pies | cosy nye | january | nut-free and vegetarian mains for a roast dinner | september | vegetarian christmas | vegetarian pie | veggie crowd pleasers | veggie roast dinners | winter vegetarian meals | autumn | christmas | new year and hogmanay | winter | Vegetarian pie | spelt flour | cheddar | garlic | celeriac | nut free | pregnancy friendly | vegetarian | Saturday Kitchen Best Bites | Main course | http://schema.org/VegetarianDiet,4.583333333333333,36
Cheese and onion quiche,https://www.bbc.co.uk/food/recipes/cheese_and_onion_quiche_81032,https://www.bbc.co.uk/food/collections/8_quality_quiches,"Using two cheeses (in this case Parmesan and cheddar or gruyère) and roasting the onions and garlic gives extra depth of flavour to this classic cheese and onion quiche. 

For this recipe you will need a 20cm/8in loose-bottomed tart tin with a depth of 4cm/1½in.",Serves 8,240,"250g/9oz plain flour, plus extra for dusting || 125g/4½oz unsalted butter, chilled and diced || 25g/1oz Parmesan, grated (or similar vegetarian hard cheese) || 4–5 tbsp iced water || 1 tsp cider or white wine vinegar || 4 onions, each cut into 8 wedges through the root || 2 garlic cloves, unpeeled and left whole || 2 tbsp olive oil || 4 free-range eggs, plus 3 free-range egg yolks || 300ml/10fl oz double cream || 2 tsp Dijon mustard || 1 rosemary sprig, leaves picked and finely chopped || 2 tbsp chopped fresh flatleaf parsley || 100g/3½oz cheddar or gruyère, coarsely grated || salt and freshly ground black pepper","To make the pastry, tip the flour into a large bowl. Add the butter and, using a palette or butter knife, cut the butter into the flour until the pieces are half their original size. Use your fingertips to continue rubbing in until there are only small pieces of butter still visible. Add the Parmesan and season well with salt and pepper. || Make a well in the middle of the ingredients, add the iced water and vinegar and mix to combine using the palette knife. Then use your hands to bring the pastry together into a ball. Flatten into a disc, cover and chill for 2 hours until firm. || Lightly dust a work surface with flour, roll the pastry out into a disc that is 2–3mm thick and use to line a 20cm/8in loose-bottomed tart tin. Trim any excess pastry from the edges, prick the base with a fork and chill for 20 minutes. Preheat the oven to 200C/180C Fan/Gas 6. || Roughly line the pastry case with kitchen foil or baking paper, fill with baking beans or rice and bake on a baking tray for 15 minutes, or until the edges are just golden. Remove the foil or paper and beans and bake for a further 5 minutes to dry out the base. || To make the filling, increase the oven temperature to 210C/190C Fan/Gas 6½. Tip the onions and garlic into a roasting tin, drizzle with the oil and roast for 20 minutes until starting to soften and brown at the edges. Remove the garlic and set aside. Turn the wedges over and cook for a further 10 minutes until soft and starting to turn golden. Leave to cool. || Whisk the eggs and yolks together in a bowl. Add the cream, mustard and herbs and season well with salt and pepper. Squeeze the roasted garlic from the skins into the mixture and whisk to combine. || Scatter the onions and all but 2 tablespoons of the grated cheese into the baked pastry shell. Pour over the egg mixture and top with the remaining cheese. Bake the quiche for 30 minutes or until the filling is golden brown and set. Serve warm or at room temperature.",best quiches | quality quiches | boxing day buffet | buffet | platinum jubilee | proms picnic | spring afternoon tea menu | vegetarian picnic | lunch | party food | picnic | quiche | cheddar | nut free | pregnancy friendly | vegetarian | Light meals & snacks | http://schema.org/VegetarianDiet,4.2,10
